Over Analog Input Signal 4 Alarm,6435
Over Humidity Alarm,5127
Over Temperature Alarm,4207.333333
Over-Current Alarm During Charging,5238
Parallel Alarm Exceeds the Limit,832
Parameter set collision alarm,8195.5
Path Congestion,21582
Path Fault,21581
PBU Band Mismatch ARFCN Alarm,6140
PBU Clock Critical Alarm,6132
PBU Communication Alarm,9696
PBU extended E3 alarm,6120
PBU extended EA alarm,2580
PBU extended EB alarm,2582
PBU extended EC alarm,2584
PBU FLASH Memory Alarm,6122
PBU Low Forward Power Alarm,6118
PBU Main Clock Alarm,6128
PBU Over Temperature Alarm,6116
PBU Slave Clock Alarm,6130
PBU VSWR Alarm,6114
PDCH Close to Capability,21836
PDCH Exceed Capability,21837
Peer BSC License Will Be Revoked in Local BSC,20760
Peer Certificate Expiry,26832
Peer Certificate Invalid,25638
PEER Clock Link Failure,26285
PEM Circuit Breaker Turned Off Alarm,20052
PEM Fault Alarm,20053
PEM Type Conflict Alarm,20058
Performance result loss alarm,1600
Performance Threshold Default Alarm,40925
Phase-Lock Loop alarm,3598
Phase-lock Loop Critical Alarm,3346.666667
PIU AC Over or Under Voltage Alarm,6666
PIU AC Power-Off Alarm,6664
PIU Arrester Alarm,6662
PM Alarm Threshold Critical,404
PM Alarm Threshold Major,403
PM Alarm Threshold Minor,402
PM Alarm Threshold Warning,401
PM Monitor KPI Counter Threshold Alarm Critical,40004
PM Monitor KPI Counter Threshold Alarm Major,40003
PM Monitor KPI Counter Threshold Alarm Minor,40002
PM Monitor KPI Counter Threshold Alarm Warning,40001
PMU boolean 1 alarm,13176
PMU boolean 2 alarm,13178
PMU boolean 3 alarm,13180
PMU boolean 4 alarm,13182
PMU boolean 5 alarm,13184
PMU Communication Alarm,3593.333333
PMU extended 60 alarm,4066
PMU extended 61 alarm,4068
PMU extended 62 alarm,4070
PMU extended 63 alarm,4072
PMU extended 64 alarm,4074
PMU extended 65 alarm,4076
PMU extended 66 alarm,4078
PMU extended 67 alarm,4080
PMU extended 68 alarm,4082
PMU extended 69 alarm,4084
PMU extended 6C alarm,4090
PMU extended 70 alarm,4098
PMU extended 7A alarm,5880
PMU extended A3 alarm,2438
PMU extended A4 alarm,2440
PMU extended A5 alarm,2442
PMU extended A6 alarm,2444
PMU extended A7 alarm,2446
PMU extended B7 alarm,2478
PMU Internal Interface Communication Failure,25633
POOL license information synchronization failure,20759
Pool Load Imbalance,951
Port Auto-Negotiation Rate Has Not Reached the Maximum Port Rate,650028
Port Congestion,21583
PORTA ABERTA,65201
Power alarm,10780
Power Input to Monitoring Device Abnormal,20044
Power Module Abnormal,23534.66667
Power Module and Monitoring Module Communication Failure,25630
Power supply AC lost(PSN Status),366
Power Supply DC Output Out of Range,25621
Power Supply Failure,23853.88889
Power system alarm,5684
PPP Excessive Frame Error Rate,21390
PPP Link Excessive Frame Error Rate,22958.8
PPP/MLPPP Link Fault,22811.90909
PPPoE Link Fault,25948
Primary/Backup TRP Status Inconsistency in Cell,29849
Product Application Scheduled Backup Failure,101217
Product Data Scheduled Backup Failure,101205
Product/board already beyond service period,320
Product/board is about to beyond service period,319
Prompt Board Failure Alarm,10250
Protection Password About to Expire,103696
Protection Password Expired,103695
PS Northbound Function Is Disabled,791
PSE ASIC Power Supply Problem,26115
PSU Comm. Alarm,5646
PSU Communication Alarm,4706
PSU Communication Failure Alarm,4876
PSU extended A3 alarm,6986
PSU extended A4 alarm,6988
PSU extended A5 alarm,6990
PSU extended A6 alarm,6992
PSU extended A7 alarm,6994
PSU extended DD alarm,4012
PSU extended DE alarm,4014
PSU extended DF alarm,4016
PSU Failure Alarm,4879
PSU Fault Alarm,4708
PSU Faulty Alarm,5650
PSU Illegal Alarm,5682
PSU Lightningproof Alarm,3712
PSU Module Protector Alarm,4881
PSU Safeguard Alarm,5024
PSU Shutdown Alarm,5136
PSU Unlawful Alarm,4010
PTP BVC Faulty,22008
QAAL2 Adjacent Node Inaccessible,21562
QAAL2 Protocol Version Mismatch on Adjacent Node,21563
Rack Gate Magnetism Alarm,4112
Rack High Humidity Alarm,4106
Rack High Temperature Alarm,4102
Rack ID error alarm,3684
Rack Infrared Alarm,4110
Rack Low Humidity Alarm,4104
Rack Low Temperature Alarm,4100
Rack Over Hot Degrade Alarm,4840
Rack Smog Alarm,4108
Rack Type Mismatch Alarm,4838
Radio Link Abnormal Alarm,12568
Radio Link Alarm,2932.666667
Radio Link Critical Alarm,3095.333333
Radio Link Failure,28008
Radio link prompt alarm,4122
Radio Links Critical Alarm,3578
Radio Signaling Link Disconnected,28006
RADIUS Server Connection Failed,1777670
RAT Conflict between separate-MPT Boards,26402
Real-time KPI Monitoring and Rapid Service Recover (for Monitored VNFs or VMs Whose Status Changes to Abnormal),313
Real-time KPI Monitoring and Rapid Service Recover (NEs or SNs status Changed to Abnormal),379
Redundancy Switchover of Logical RNC Control,22390
Relational Database Core Files Changed,103707
Relay or Contactor Alarm,5848
Remote cold backup system data failed to synchronize,51015
Remote cold backup system dynamic data failed to recover,51016
Remote cold backup system heartbeat abnormal,53081
Remote Maintenance Link Failure,25901
Remote Maintenance Link Running Data and Configuration Mismatch,25902
Repeated VM Restarts,650022
Resource overload on the control plane,22306
Resource overload on the user plane,22305
RET Antenna Data Loss,26754
RET Antenna Motor Fault,26751
RET Antenna Not Calibrated,26753
RET Antenna Running Data and Configuration Mismatch,26757
RET Calibration Alarm,7255
RET Configuration Data Lost Alarm,7259
RET Downtilt Out of Normal Range Alarm,10274
RET Hardware Failure Alarm,7253
RET Operation Failure Alarm,10276
RET Position Lose Alarm,7257
RET Software Downloading Error Alarm,10278
RET TMA Alarm,10280
RF Out of Service,29248
RF Unit AC Input Power Failure,26540
RF Unit ALD Current Out of Range,26530
RF Unit ALD Switch Configuration Mismatch,26531
RF Unit and RET Antenna Connection Failure,26562
RF Unit Backup Power Device Maintenance Link Failure,26542
RF Unit Baseband Running Error,28018
RF Unit Certificate Fault,26565
RF Unit Clock Problem,26538
RF Unit CPRI Interface Error,26504
RF Unit DC Input Power Failure,26564
RF Unit External Device Maintenance Link Failure,26543
RF Unit External Power Supply Insufficient,26546
RF Unit Fan Fault,26547
RF Unit Hardware Fault,26532
RF Unit Imminent Certificate Expiry,26567
RF Unit Input Power Out of Range,26527
RF Unit IR Interface Error,26508
RF Unit Maintenance Link Failure,26235
RF Unit Maintenance Link Negotiation Failure,26219
RF Unit Maintenance Link TLS Negotiation Failure,26218
RF Unit Optical Interface Performance Degraded,26506
RF Unit Optical Module Fault,26507
RF Unit Optical Module or Electrical Port Not Ready,26501
RF Unit Optical Module Temperature Unacceptable,26566
RF Unit Optical Module Transmit/Receive Fault,26503
RF Unit Optical Module Type Mismatch,26502
RF Unit Overload,26534
RF Unit PA Overcurrent,26524
RF Unit Power Connector Abnormal,26569
RF Unit Power Supply Abnormal,26568
RF Unit Power Surge Protector Fault,26544
RF Unit Runtime Topology Error,26563
RF Unit RX Channel Fault,28011
RF Unit RX Channel RTWP/RSSI Too Low,26521
RF Unit RX Channel RTWP/RSSI Unbalanced,26522
RF Unit Software Program Error,26533
RF Unit Temperature Unacceptable,26525
RF Unit Topology Abnormal Alarm,26563
RF Unit TX Channel Gain Out of Range,26520
RF Unit TX Channel Switched Off Through Command,26545
RF Unit VSWR Threshold Crossed,26529
RF Unit Working Mode and Board Capability Mismatch,26278
RHUB AC/DC Maintenance Link Failure,26774
RHUB Clock Problem,26768
RHUB CPRI Interface Error,26783
RHUB Fan fault,26788
RHUB Hardware Fault,26765
RHUB Optical Module Fault,26786
RHUB Optical Module or Electrical Port Not Ready,26780
RHUB Optical Module Temperature Unacceptable,26791
RHUB Optical Module Type Mismatch,26781
RHUB Overload,26767
RHUB PSE Power Supply Failure,26776
RHUB Software Program Error,26766
RHUB Temperature Unacceptable,26771
RHUB Unit AC Input Power Failure,26789
RHUB Unit Runtime Topology Error,26792
RHUB-pRRU CPRI Interface Error,26787
RNC in Pool Function Unavailable,22307
RNC in Pool Node Redundancy Status Abnormal,22397
RRC User Exceeding Limit,29831
RRN Board Overload,29351
RRN Certificate Invalid,29360
RRN Device Type and Configuration Mismatch,29358
RRN Ethernet Link Fault,29355
RRN Hardware Fault,29352
RRN Imminent Certificate Expiry,29359
RRN Poor Received Signal,29353
RRN Temperature Unacceptable,29350
RRN Unavailable,29356
RRN Version Abnormal,29354
RRU Cascading Levels and Configuration Mismatch,26236
RRU Network Breakpoint,26237
RRU Network Topology Type and Configuration Mismatch,26238
RX Channel Failure Alarm,12828
RX/TX PLL out of Lock,4128
RX_PLL_0 alarm,3432
RX_PLL_1 alarm,3434
RX_PLL_2 alarm,3436
S1 Interface Fault,29201
SAAL Link Congestion,25225.42857
SAAL Link Fault,25224.42857
SAAL Transport Fault,21616
SASU Bypass,26760
SASU Running Data and Configuration Mismatch,26759
SASU VSWR Threshold Crossed,26756
SAU Board Fault,20905
SAU File Loss or Damage,20906
SAU Hard Disk Free Space Insufficiency,20902
SAU IP Address Conflict,20904
SAU Process Abort,20903
SCCP DSP Congestion,21611
SCCP Subsystem Prohibited,21521
Scheduled Backup Failure,101216
Scheduled Data Backup Failure,20918
SCTP IP Pair Unreach,21612
SCTP Link Configuration Error,21618
SCTP Link Congestion,25098.63636
SCTP Link Fault,25097.63636
SCTP Link IP Address Unreachable,25152.81818
SCTP Transport Fault,21617
SDH/SONET AU Alarm Indication Signal,21267
SDH/SONET AU Loss of Pointer,21272
SDH/SONET HP Remote Defect Indication,21273
SDH/SONET HP Signal Deteriorated,21283
SDH/SONET HP Signal Failure,21282
SDH/SONET HP Signal Label Mismatch,21263
SDH/SONET HP Signal Label Unstable,21293
SDH/SONET HP Trace Identifier Mismatch,21265
SDH/SONET HP Trace Identifier Unstable,21274
SDH/SONET HP Unequipped,21264
SDH/SONET Loss of Cell Delineation,21256
SDH/SONET Loss of Cell Delineation Alignment,21281
SDH/SONET Loss of Frame,21254
SDH/SONET Loss of Frame Alignment,21255
SDH/SONET Loss of Signal,21252
SDH/SONET LP Remote Defect Indication,21261
SDH/SONET LP Remote Failure Indication,21260
SDH/SONET LP Signal Label Mismatch,21258
SDH/SONET LP Signal Label Unstable,21279
SDH/SONET LP Trace Identifier Mismatch,21259
SDH/SONET LP Trace Identifier Unstable,21280
SDH/SONET LP Unequipped Defect,21262
SDH/SONET MS Alarm Indication Signal,21270
SDH/SONET MS Remote Defect Indication,21253
SDH/SONET Optical Port Loopback,21266
SDH/SONET RS Trace Identifier Mismatch,21268
SDH/SONET RS Trace Identifier Unstable,21269
SDH/SONET Signal Degraded,21257
SDH/SONET Signal Failure,21271
SDH/SONET Tributary Alarm Indication Signal,21287
SDH/SONET Tributary Excessive Bit Error Rate,21291
SDH/SONET Tributary Excessive Slip Frames,21284
SDH/SONET Tributary Loopback,21289
SDH/SONET Tributary Loss of Frame,21275
SDH/SONET Tributary Loss of Multiframe,21288
SDH/SONET Tributary Online Loopback Detection,21251
SDH/SONET Tributary Remote Alarm Indication Signal,21286
SDH/SONET TU Alarm Indication Signal,21277
SDH/SONET TU Loss of Pointer,21278
SDH/SONET TU Multiframe Loss,21295
SDH/SONET TU Signal Loss,21294
SDH/SONET TU Type Inconsistent,21296
Second Extended I/O Alarm,3133
Secondary Load Shut Down,13072
SEND_DIV Channel Alarm,2150
SEND_DIV Channel Critical Alarm,3182
SENSOR DE FUMAÇA,65205
Sensor Failure,23512.33333
Sensor Failure Alarm,4846
Sensor Fault Alarm,6028
Server Air Exhaust Vent Overtemperature,101272
Server Backup Unsuccessful,512
Server BBU Communication Failure,103693
Server BBU Fault,103691
Server CPU Core Overtemperature,101270
Server CPU Faulty,1085
Server CPU MCE/AER Error,103625
Server CPU Overvoltage,101271
Server CPU Temperature Too High,101221
Server CPU Undervoltage,103610
Server CPU VRD Overtemperature,53061
Server DIMM MCE Error,103617
Server Drive Backplane Power Failure,53067
Server ECC Memory Correction,101229
Server Fan Failure,101228
Server Fan Faulty,1089
Server Fan Out of Position,101227
Server Fatal Error Detected in Memory Initialization (Memory),103619
Server Fatal Error Detected in Memory Initialization Check (System),103620
Server File System Read-Only,101266
Server Hard Disk Drive Failure,101225
Server Hard Disk I/O Performance Degradation,103704
Server Hard Disk Link Fault,53068
Server Hard Disk Lost,101268
Server Hard Disk MCE/AER Error,103615
Server Hard Disk Overtemperature,53062
Server Hard Disk Prewarning,103614
"Server Logical Drive Degraded, Partially Degraded, or Offline",53072
Server LOM MCE/AER Error,101264
Server Low BBU Battery,103692
Server Low Hard Disk Remnant Wearout,101267
Server Low Voltage in Mainboard RTC Battery,103623
Server Mainboard Faulty,1091
Server Mainboard Power Supply Failure,53065
Server Management Subsystem Abnormal,1087
Server Memory Configuration Error,103616
Server Memory Faulty,1090
Server Memory Initialization Error,103618
Server Memory Overtemperature(Critical),101269
Server Memory Temperature Too High,101222
Server NIC Port Linkdown,53071
Server PCIe Card Component Major Fault,101261
Server PCIe Card Faulty,1092
Server PCIe Card MCE/AER Fault,53070
Server PCIe Card Overtemperature,103609
Server PCIe Card Overvoltage,101263
Server PCIe Card Self-Test Failed,101259
Server PCIe Card Undervoltage,101262
Server PCIe Plug-in RAID Controller Card Fault,101260
Server Power Failure,1084
Server Power Supply Failure,101223
Server Power Supply Lost,101224
Server Power Supply Redundancy Lost,103612
Server Powered Off,53064
Server Power-On Timed Out,53066
Server PSU Air Inlet Overtemperature,53063
Server PSU Overtemperature,101273
Server RAID Array Failure,101226
Server RAID card controller communication lost,103702
Server RAID Controller Card Faulty,1094
Server RAID Controller Card MCE/AER Error,53073
Server Screw-in RAID Controller Card BBU Low Voltage,103694
Server Screw-in RAID Controller Card Fault,103624
Server Storage Faulty,1088
Server System Error,101265
Server System Memory Initialization Error,103621
Server Temperature Abnormal,1083
Server Watchdog Timeout,1086
Service Flow Control in a Cell,22238
Service Link Failure,1093
ServiceFabric License Exceeds the Threshold,380
Seventeenth Extended I/O Alarm,2388
Seventh Extended I/O Alarm,3143
Severe Board Failure Alarm,10248
SFP Link Fault,12812
SFP Module fault Alarm,4622
SFP Port Inconsistency Alarm,5024
SFP Port Local Alarm,4618
SFP Port Remote Alarm,4620
SFTP Is Unavailable,1069
Site Configuration Error,28020
Site Energy Conservation Alarm,4940
Site Reset Alarm,5254.8
Site Reset Fault,12838
Site Signaling Link Connection Mismatch,21821
Site Status Abnormal,51024
Sixteenth Extended I/O Alarm,2386
Sixth Extended I/O Alarm,3141
Slave Main Control Module TDMA CLK Alarm,4804
Smog Alarm,5600
Smoke,20047
Smoke Alarm,23576.5
SO interface configuration Update Failure,29212
SO Interface Fault,29211
Software Not Activated Alarm,3062.666667
Software Version Inconsistency Between OMU and Host,20733
Solar Array Fault,25711
Solar Controller Temperature Unacceptable,25713
SPD Failure Alarm,4128
SSH management channel is faulty,101206
Standby Extended Boolean 1 Fault Alarm,10800
Standby Extended Boolean 2 Fault Alarm,10802
Standby Extended Boolean 3 Fault Alarm,10804
Standby Extended Boolean 4 Fault Alarm,10806
Standby OMU Default Route Exception,20909
Standby OMU Failure,20703
Standby Remote Authentication Server Connection Failed,160
State Inconsistency Between License and Configuration,20762
Statistical Alarm,20271
Sub-board Status Abnormal,20250
Subrack Reset,20244
Subrack Type and Configuration Mismatch,26401
Subsystem Blocked,20282
Suspicious eNodeB Out of Clock Synchronization,315
SW Not Activated Alarm,4764
Switch A fan module experienced a complete failure,650070
Switch A fault occurred in the CPU,650071
Switch A power module experienced a complete failure,650062
Switch A power module experienced a partial failure,650067
Switch Device Configuration Error Fault,268390416
Switch Device Fan Fault,268390412
Switch Device Hardware Fault,268390419
Switch Device Interface Error Fault,268390414
Switch Device Link Status Fault,268390415
Switch Device Optical Module Fault,268390413
Switch Device Power Supply Fault,268390421
Switch Device Software Abnormal Fault,268390417
Switch Device Stack Fault,268390411
Switch Device Subcard Fault,268390420
Switch Device Temperature Abnormal Fault,268390418
Switch Dual-active scenario is detected,650048
Switch Error-down occurred,650054
Switch Link bandwidth lost partly,650058
Switch Link bandwidth lost totally,650057
Switch MAC address learning reached the limit,650053
Switch MAC and IP address conflict,650050
Switch MAC flapping detected,650083
Switch MAC usage reached the Threshold,650052
Switch M-LAG member interfaces with the same M-LAG ID on both M-LAG devices are Down,650078
Switch Optical Module has been removed,650074
Switch Optical Module is invalid,650075
Switch Rate of packets exceeded the storm control threshold,650051
Switch The board temperature exceeded the fatal alarm threshold,650077
Switch The CPU usage exceeded the pre-set overload threshold,650084
Switch The CRC error is rising,650061
Switch The DFS dual-active detection message is lost,650080
Switch The DFS peer status went Down,650079
Switch The fan module was removed,650068
Switch The fan partially failed,650069
Switch The interface status changes,650066
Switch The last member interface link status changes to down,650060
Switch The local fault alarm has occurred,650072
Switch The member of LAG negotiation failed,650056
Switch The number of forwarding resources reaches the alarm threshold,650064.5
Switch The optical module was not certified by Huawei data center switches,650076
Switch The peer link of the LACP member interface might be incorrectly connected,650059
Switch The physical manage interface physical status changes to down,650055
Switch The power module was removed,650063
Switch The protocol status of the dual-active port is down,650049
Switch The remote fault alarm has occurred,650073
Switch The storage usage exceeded the pre-set overload threshold,650085
Switch The two switches in the M-LAG have different type1 configurations,650082
Switch The two switches in the M-LAG have different type2 configurations,650081
Switch Users failed to login ssh server too frequently,650047
Switchover Triggered by a Faulty Node,101209
Synchronization Time Information Resource Unavailable Alarm,20276
System Clock Abnormal,20214
System Clock Failure,26260
System Clock Reference Source Unavailable,20205
System Clock Unlocked,26264
System Connectivity Test Failed,100502
System Dynamic Traffic Exceeding Licensed Limit,26812
System Health Check Abnormal,101230
System in Ineffective Mode,20745
Task execution failure alarm,50
TCU Board AC/DC Power Alarm,5842
TCU Board DC/DC Power Alarm,5844
TCU boolean 1 alarm,13186
TCU boolean 2 alarm,13188
TCU boolean 3 alarm,13190
TCU boolean 4 alarm,13192
TCU Temperature Sensor Alarm,2548
TCU temperature sensor state alarm,9144
TEC Cooler Fault,25657
TEMPERATURA ALTA,65206
TEMPERATURA ALTA BATERIA LITIO,65088
Temperature A Level alarm,3422
Temperature B Level alarm,3424
Temperature high or low alarm,9738
Temperature in Server Working Environment Too High,101220
Temperature Prompt Alarm,4218
Temperature Sensor Fault,9734
Temperature Sensor Fault Alarm,10760
Temperature Too High Alarm,10764
Temperature Too Low Alarm,10770
Temporary feature field in the license has expired,52
Temporary feature field in the license is invalid,51
Temporary feature field in the license will expire,999999988
Temporary Routes Exist in the OS,386
Tenth Extended I/O Alarm,3149
TES Communication Alarm,5262
TES extended B7 alarm,8050
Test Phase-Lock Loop Alarm,2865
TEU Communication Alarm,4986
The AC power off alarm,4236
The AC power supply alarm,4238
The certificate has expired,51021
The certificate is about to expire,51020
The certificate update failed,51022
The configuration command fails to be delivered,353
The CPU Usage Is High,1
The CRL File on the LDAP Server Is Invalid,125
The Data Transmission Channel Between the Trace Server and the NE Is Disrupted,780
The database had exception logs,39
The database local copy status is abnormal,101210
The database process is abnormal,38
The Database Usage Is Too High,44
The Database Usage Is Too High (Critical),45
The Database Usage Is Too High (Minor),43
The Database Usage Is Too High (Warning),42
The Digital Certificate Has Expired,124
The Digital Certificate Is Invalid,129
The Digital Certificate Is to Expire,123
The Disk Usage Is Too High,36
The Disk Usage Is Too High (Critical),37
The Emergency Disaster Recovery Server Is Abnormal,350
The license control or sales item enters the grace period,999999999
The license control or sales item has expired,999999991
The license has expired,999999993
The license is invalid,999999995
The license resource exceeds the threshold,999999994
The license resource usage reaches or exceeds the threshold 100%,999999997
The license sales item exceeds the threshold,999999996
The license sales item usage reaches or exceeds the threshold 100%,999999998
The license will expire,999999992
The Memory Usage Is Too High,12
The Network License is to be Switched to Local State,20757
The number of certificates issued by Certificate Authority Service has reached the upper limit,800004
The number of certificates issued by Certificate Authority Service is about to reach the upper limit,800003
The Number of Current Alarms Reaches the Threshold,157
The number of key system resources exceeds the threshold,103537
The Number of Login Attempts Reaches the Maximum,11
The Number of OSS Server Connection Attempts Within a Short Time Has Exceeded the Threshold,158
The OSS License Expired,297
The OSS Service Is Terminated Abnormally,4
The Periodical Synchronization Failed,351
The Proportion of Distributed License Is Too High,519
The Region Administrator Has Reset Another User's Password,161
The Server Is Disconnected from the Database,33
The software version already beyond service period,322
The software version is about to beyond service period,321
The swap Usage Is High,54
The User Has Been Set as a Region Administrator,162
The User in the SMManagers Group Changes a User's Password,298
The VM is Fault Resuming because of insufficient resource,650021
Theft Proof,20048
Third Extended I/O Alarm,3135
Thirteenth Extended I/O Alarm,2426
Thirtieth Extended I/O Alarm,4315
Thirty-First Extended I/O Alarm,4317
Thirty-Second Extended I/O Alarm,4319
Time Information Reception Abnormal,20202
Time Synchronization Failure,26266
Timeslot Loopback,20229
TMA Bypass,26755
TMA Communication Alarm,10254
TMA Current High Alarm,10258
TMA Current High Prompt Alarm,10282
TMA Current Low Alarm,10260
TMA Hardware Failure Alarm,10256
TMA Running Data and Configuration Mismatch,26758
TMA Shortcircuit Alarm,10262
TMU Aging alarm,4766
TMU clock critical alarm,4732
TMU Communication Alarm,2222
TMU extended 32 alarm,3462
TMU extended 3B alarm,3480
TMU extended 3F alarm,3488
TMU extended 40 alarm,3490
TMU extended 41 alarm,3492
TMU extended 45 alarm,3500
TMU extended 46 alarm,3502
TMU extended 47 alarm,3504
TMU extended 48 alarm,3506
TMU extended 49 alarm,3508
TMU extended 4B alarm,2262
TMU extended 4D alarm,2266
TMU extended 4E alarm,3518
TMU Flash Memory Alarm,3478
TMU Mail-box Failure Alarm,3470
TMU Software Alarm,3474
TOD Clock Unavailable,26267
Trace Server Data Is Incomplete,794
Trace Server Disconnected from the NMS,782
Trace Server SQLite Database File Damaged,786
Traffic Close to Capability,21834
Traffic Exceed Capability,21835
Transmission Configuration Integrity or Consistency Check Failure,21407
Transmission LAPD Link Interrupt Alarm,11270
Transmission Link Fault,28051
Transmission Loop Test Alarm,3668
Transmission Optical Interface Error,26222
Transmission Optical Interface Performance Degraded,26223
Transmission Optical Module Fault,26220
Transmission Optical Module Not In Position,26221
Transmission Power Alarm,5558
Transmission Resource Pool Ping Packet Loss,21394
Transmit Mode Error Alarm,4934
Trial Operation of License,20735
TRX Band Mismatch ARFCN,2180
TRX Baseband FH Abnormal Alarm,3120
TRX Clock Critical Alarm,3190
TRX Clock Prompt Alarm,2166
TRX Close HPA Alarm,3118
TRX Communication Alarm,3198
TRX Config Mismatch Alarm,3110
TRX DBUS Alarm,3126
TRX extended 00 alarm,4100
TRX extended 0F alarm,3136
TRX extended 13 alarm,4138
TRX extended 15 alarm,4142
TRX extended 17 alarm,4146
TRX extended 18 alarm,4148
TRX extended 19 alarm,3156
TRX extended 1A alarm,3158
TRX extended 1E alarm,3166
TRX extended 1F alarm,3168
TRX extended 21 alarm,3172
TRX extended 24 alarm,3178
TRX extended 25 alarm,3180
TRX extended 29 alarm,3188
TRX extended 2C alarm,3194
TRX extended 2D alarm,3196
TRX Hardware Critical Alarm,3142
TRX Hardware Prompt Alarm,3132
TRX ID Mismatch alarm,4126
TRX ID Mismatched Alarm,2138
TRX LAPD Link Interrupt Alarm,2114
TRX main clock alarm,4154
TRX Maintenance Alarm,3140
TRX Manually Blocked,21803
TRX PA Shutdown,28007
TRX Power Decrease Alarm,3116
TRX Receive Abnormal Alarm,2188
TRX SEND_DIV Channel Alarm,4196
TRX Slave Clock Alarm,3162
TRX Software Running Abnormal Alarm,3112
TRX Temperature Abnormal Alarm,2152
Trx Temperature Alarm,4220
TRX Temperature Too High Alarm,4140
TRX Type Not Support alarm,3186
TRX Voltage Alarm,3122
TRX VSWR Alarm,3150
TRX/CDU power off alarm,8626
TRX/CDU Power- Off Alarm,2542
Twelfth Extended I/O Alarm,2424
Twentieth Extended I/O Alarm,2394
Twenty-Eighth Extended I/O Alarm,4311
Twenty-Fifth Extended I/O Alarm,4305
Twenty-First Extended I/O Alarm,2396
Twenty-Fourth Extended I/O Alarm,4303
Twenty-Ninth Extended I/O Alarm,4313
Twenty-Second Extended I/O Alarm,2398
Twenty-Seventh Extended I/O Alarm,4309
Twenty-Sixth Extended I/O Alarm,4307
Twenty-Third Extended I/O Alarm,2400
Tx Cabel Connect alarm,2160
TX_PLL_0 alarm,3426
TX_PLL_1 alarm,3428
TX_PLL_2 alarm,3430
UBFA Fault Alarm,9744
UMTS Cell Blocked,22212
UMTS Cell Broadcast Service Congestion,22502
UMTS Cell Common Channel Faulty,22203
UMTS Cell Common Channel Reconfiguration Failed,22209
UMTS Cell Common Channel Setup Failed,22208
UMTS Cell Congested,22201
UMTS Cell DC-HSUPA Function Fault,22237
UMTS Cell EFACH Function Fault,22219
UMTS Cell EPCH Function Fault,22223
UMTS Cell ERACH Function Fault,22222
UMTS Cell HSDPA Function Fault,22217
UMTS Cell HSUPA Function Fault,22218
UMTS Cell Information Exchange Failed,22210
UMTS Cell Max DL Power Mismatch,22215
UMTS Cell MC-HSDPA Function Fault,22241
UMTS Cell MIMO Function Fault,22220
UMTS Cell Reconfiguration Failed,22207
UMTS Cell Setup Failed,22206
UMTS Cell Unavailable,22202
UMTS CN Overload,22301
UMTS Intelligent Feature Unavailable,22287
Unbalanced Battery Alarm,5242
Uncontrolled Host Detected,650026
Uncontrolled VMs Detected,650027
UPEU Fault Alarm,6668
Uplink Alarm,3118
UPS Communication alarm,3444
UPS Failed Alarm,3448
USCU Hardware Alarm,13318
USCU Maintenance Link Fault Alarm,13316
User Password Has Expired,30005
User Password Is About to Expire,30004
User Plane Fault,25954
User Plane Path Excessive Packet Loss Rate,25959
User Plane Path Fault,25952
User Plane Path Major Fault,25966
Users Having Not Logged In for an Excessively Long Time,56
VCL Alarm Indication Signal,21322
VCL CC Activation Failure,21324
VCL CC Detection Failure,21321
VCL LB Detection Failure,21326
VCL PM Activation Failure,21327
VCL Remote Alarm Indication,21323
Version Rollback Alarm,5031.6
Versions of the OSS Subsystems Are Inconsistent,793
VLAN ID Inconsistency on Active and Standby OMU Boards,20722
VNFC Subscription Failure,268390423
Voltage Regulator Alarm,5546
VSWR Prompt Alarm,4222
Water Alarm,25670
Water Damage,20043
Water Damage Alarm,13102
Water Immerse Alarm,5906
Water Immersed Alarm,4205.333333
Weak Algorithms or Protocols Exist,317
Working Attributes of Load Sharing Ports Inconsistent,21348
X2 Interface Fault,29204
Xw Interface Fault,29224
